,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4815.0,개방화장실,법제3조제16호-영제3조제1항제5호,신목종합사회복지관 (시립시설),서울특별시 양천구 신목로 5,"""""",3,3,0,0,0,0,4,0,0,서울시 안심돌봄복지과,"""02-2643-7222""",정시,09:00~20:00,"""""",37.51698,126.8765,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,N,"""""",2008-09,2024-05-20
4816.0,개방화장실,법제3조제16호-영제3조제1항제5호,신목종합사회복지관 교육관 (시립시설),서울특별시 양천구 목동동로 12길 59,"""""",1,2,0,0,0,0,1,0,0,서울시 안심돌봄복지과,"""02-2133-7388""",정시,09:00~18:00,"""""",37.5223917,126.878025,공공기관-지방자치단체,수세식,N,N,"""""",N,N,"""""",2014-05,2024-05-20
4817.0,개방화장실,법제3조제13호,목동주경기장,서울특별시 양천구 안양천로 939,"""""",5,9,1,1,0,0,16,1,0,체육시설관리사업소(목동사업과),"""02-2640-3848""",상시,상시,"""""",37.5307279531237,126.879233453873,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-05-20
4818.0,개방화장실,법제3조제13호,목동야구장,서울특별시 양천구 안양천로 939,"""""",3,2,1,1,0,0,9,1,0,체육시설관리사업소(목동사업과),"""02-2640-3848""",상시,상시,"""""",37.5307279531237,126.879233453873,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-05-20
4819.0,개방화장실,법제3조제13호,목동빙상장,서울특별시 양천구 안양천로 939,"""""",32,46,1,1,0,0,33,1,0,와이키키(위탁업체),"""02-2649-8454""",상시,상시,"""""",37.5307279531237,126.879233453873,공공기관-지방자치단체,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4820.0,개방화장실,법제3조제13호,신월야구공원,서울특별시 양천구 남부순환로 64,"""""",2,1,1,1,0,0,3,1,0,체육시설관리사업소(신월야구공원),"""02-2640-6408""",정시,07~18시,"""""",0.0,0.0,공공기관-지방자치단체,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4821.0,공중화장실,법제3조제8호,신목동역(9),서울특별시 양천구 목동중앙로 지하217  (목동),"""""",3,4,0,0,0,2,11,0,0,서울시메트로9호선㈜,"""02-2656-0911""",정시,05~24시,"""""",37.5444916605385,126.882753513166,민간소유-법인,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4822.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울에너지공사,서울특별시 양천구 목동서로 20,"""""",1,2,1,1,0,0,0,1,0,서울에너지공사,"""02-2640-5175""",정시,09:00~18:00,"""""",0.0,0.0,공공기관-국가공공기관,수세식,N,N,"""""",Y,N,"""""","""""",2024-05-20
4823.0,공중화장실,법제3조제8호,양천구청역(2),서울특별시 양천구 목동로3길 지하 33 양천구청역,"""""",5,4,0,0,0,1,10,0,0,서울교통공사,"""02-6110-2451""",정시,05~24시,"""""",37.5126989358446,126.866065211751,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4824.0,공중화장실,법제3조제8호,신정네거리역(2),서울특별시 양천구 중앙로 지하 261 신정네거리역,"""""",4,5,0,0,0,0,9,0,0,서울교통공사,"""02-6110-2461""",정시,05~24시,"""""",37.5197975266787,126.852991645059,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4825.0,공중화장실,법제3조제8호,신정역(5),서울특별시 양천구 오목로 지하 179 신정역,"""""",3,5,0,0,0,0,8,0,0,서울교통공사,"""02-6311-5191""",정시,05~24시,"""""",37.5252107928783,126.857290392028,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4826.0,공중화장실,법제3조제8호,목동역(5),서울특별시 양천구 오목로 지하 245 목동역,"""""",3,4,0,0,0,0,7,0,0,서울교통공사,"""02-6311-5201""",정시,05~24시,"""""",37.52619868083,126.864742584692,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4827.0,공중화장실,법제3조제8호,오목교역(5),서울특별시 양천구 오목로 지하 342 오목교역,"""""",2,6,0,0,0,0,5,0,0,서울교통공사,"""02-6311-5211""",정시,05~24시,"""""",37.5244500703802,126.875354626254,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-05-20
4828.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천세무서,서울특별시 양천구 목동동로 165,"""""",3,3,1,0,0,0,3,1,0,"양천세무서 체납징세과 
운영지원팀","""02-2650-9246""",정시,09:00∼18:00,"""""",37.5205418090623,126.869937676517,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4829.0,공중화장실,법제3조제16호-영제3조제1항제1호,서울남부지방검찰청,서울특별시 양천구 신월로 390,"""""",4,5,1,0,0,0,4,1,0,"서울남부지방검찰청
총무과","""02-3219-4688""",정시,평일(09:00∼18:00),"""""",37.5217265956452,126.864696472485,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4830.0,공중화장실,법제3조제16호-영제3조제1항제1호,서울지방식품의약품안전청,서울특별시 양천구 목동중앙로 212,"""""",3,5,1,0,0,0,3,1,0,서울지방식품의약품안전청,"""02-2640-1329""",정시,09:00∼18:00,"""""",37.5435816092898,126.882892422128,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4831.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울양천우체국,서울특별시 양천구 목동서로 117,"""""",2,3,1,1,0,2,1,0,0,서울양천우체국,"""02-2646-0941""",정시,09:00∼18:00,"""""",0.0,0.0,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4832.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울신월2동우체국,서울특별시 양천구 중앙로 309,"""""",1,1,0,0,0,1,0,0,0,서울신월2동우체국,"""02-2692-0318""",정시,09:00∼18:00,"""""",37.5236136759069,126.850871658321,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4833.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울신월3동우체국,서울특별시 양천구 남부순환로 364,"""""",1,1,0,0,0,1,0,0,0,서울신월3동우체국,"""02-2695-3482""",정시,09:00∼18:00,"""""",37.5346726936209,126.828719887426,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4834.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울신정1동우체국,서울특별시 양천구 신월로 368,"""""",0,1,0,0,0,1,0,0,0,서울신정1동우체국,"""02-2654-2005""",정시,09:00∼18:00,"""""",37.5218937274328,126.861967654185,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4835.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울신정3동우체국,서울특별시 양천구 신정로 306,"""""",0,1,0,0,0,0,1,0,0,서울신정3동우체국,"""02-2698-0204""",정시,09:00∼18:00,"""""",37.5131197678432,126.855052135677,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4836.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울출입국외국인청,서울특별시 양천구 목동동로 151,"""""",16,24,1,0,0,0,18,1,0,서울출입국외국인청,"""02-2650-6220""",정시,09:00∼18:00,"""""",37.5192333898378,126.869625817317,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4837.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천소방서 화장실(현장대응단),서울특별시 양천구 목동서로 180,서울특별시 양천구 목동 919-6,6,9,0,1,0,0,2,1,0,양천소방서(현장대응단),"""02-6984-8750""",상시,상시,"""""",37.53049,126.8722,공공기관-국가,수세식,N,Y,남자화장실+여자화장실,N,Y,여자화장실,2017-12,2024-05-20
4838.0,개방화장실,법제3조제16호-영제3조제1항제1호,신정119안전센터 화장실,서울특별시 양천구 신월로 268,서울특별시 양천구 신정동 1191-4,0,0,0,0,0,0,0,0,0,양천소방서(행정팀),"""02-2600-7895""",정시,09:00~18:00,"""""",37.5217578,126.8509379,공공기관-국가,수세식,N,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-05-20
4839.0,공중화장실,법제3조제5호,학도암 중,"""""",서울특별시 노원구 중계동 산 102,1,0,0,0,0,0,1,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4840.0,공중화장실,법제3조제5호,학도암 상,"""""",서울특별시 노원구 중계동 산 102,1,0,0,0,0,0,1,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4841.0,공중화장실,법제3조제5호,송암사 일대,"""""",서울특별시 노원구 상계동 9-4,1,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4842.0,공중화장실,법제3조제5호,수암사 일대,"""""",서울특별시 노원구 상계동 9-2,1,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4843.0,공중화장실,법제3조제5호,광덕사 일대,"""""",서울특별시 노원구 상계동,1,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4844.0,공중화장실,법제3조제5호,불암소공원,"""""",서울특별시 노원구 중계동 453-49,2,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4845.0,공중화장실,법제3조제5호,우이천가로공원,"""""",서울특별시 노원구 월계동 855-26,2,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4846.0,공중화장실,법제3조제5호,경춘선숲길(도깨비시장 앞),"""""",서울특별시 노원구 공릉동 354-5,1,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4847.0,공중화장실,법제3조제5호,중계본동 쌈지마당,"""""",서울특별시 노원구 중계본동 16-2,1,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4848.0,공중화장실,법제3조제5호,경춘선솔밭길,"""""",서울특별시 노원구 공릉동 706,2,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4849.0,공중화장실,법제3조제5호,공릉가로공원,"""""",서울특별시 노원구 공릉1동 657-8,1,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4850.0,공중화장실,법제3조제5호,한천가로공원,"""""",서울특별시 노원구 공릉1동 626-5,1,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4851.0,공중화장실,법제3조제5호,영축산순환산책로(광운대역),"""""",서울특별시 노원구 월계동 산125-8,1,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4852.0,공중화장실,법제3조제5호,영축산순환산책로(송천배드민턴장),"""""",서울특별시 노원구 월계동 산114-2,1,0,0,0,0,0,3,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4853.0,공중화장실,법제3조제5호,영축산순환산책로(유아숲),"""""",서울특별시 노원구 월계동 산130-3,2,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4854.0,공중화장실,법제3조제5호,비석골근린공원,"""""",서울특별시 노원구 월계동 779,2,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4855.0,공중화장실,법제3조제5호,초안산근린공원,"""""",서울특별시 노원구 월계동 산63-1,2,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4856.0,공중화장실,법제3조제5호,불암산,"""""",서울특별시 노원구 중계동 산26,3,0,0,0,0,0,6,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4857.0,공중화장실,법제3조제5호,어울림공원,"""""",서울특별시 노원구 상계동 95-336,1,0,0,0,0,0,2,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4858.0,공중화장실,법제3조제5호,넓은마당,"""""",서울특별시 노원구 상계동 산164-9,3,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4859.0,공중화장실,법제3조제5호,"치유, 명상의 숲","""""",서울특별시 노원구 상계동 산42-3,1,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4860.0,공중화장실,법제3조제5호,동막골 족구장,"""""",서울특별시 노원구 상계동 산155-15,1,0,0,0,0,0,1,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4861.0,공중화장실,법제3조제5호,노원골,"""""",서울특별시 노원구 상계동 산62-3,3,0,0,0,0,0,5,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4862.0,공중화장실,법제3조제5호,당고개공원,서울특별시 노원구 상계동 113-2,"""""",3,0,0,0,0,0,4,0,0,노원구청 푸른도시과,"""""",상시,"""""","""""",37.6690792158155,127.077088777403,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4863.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천소방서 목동119안전센터,서울특별시 양천구 안양천로 1139,서울특별시 양천구 목동 900-11,0,3,0,0,0,0,0,0,0,양천소방서(목동119안전센터),"""02-6981-8765""",상시,상시,"""""",37.54399,126.883747,공공기관-국가,수세식,N,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-05-20
4864.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천소방서 신월119안전센터,서울특별시 양천구 남부순환로 448,서울특별시 양천구 신월동 206-3,0,2,0,0,0,0,0,0,0,양천소방서(신월119안전센터),"""02-6981-8791""",상시,상시,"""""",37.527925585812,126.833084887826,공공기관-국가,수세식,N,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-05-20
4865.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천소방서 신트리119안전센터,서울특별시 양천구 신정로 238,서울특별시 양천구 신정동 1294-8,1,2,0,0,0,0,1,1,0,양천소방서 신트리119안전센터,"""02-6981-8795""",상시,상시,"""""",37.5106073,126.8479875,공공기관-국가,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-05-20
4866.0,개방화장실,법제3조제16호-영제3조제1항제1호,신정3파출소 화장실,서울특별시 양천구 중앙로 205,서울특별시 양천구 신정동 1264,2,1,0,0,0,0,8,0,0,신정3파출소(관리팀),"""02-2696-2305""",상시,상시,"""""",37.514919,126.854986,공공기관-국가,수세식,N,N,"""""",N,Y,여자화장실,2022-12,2024-05-20
4867.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천경찰서 목2지구대,서울특별시 양천구  등촌로 166,서울특별시 양천구 목3동 657-23,1,2,1,0,0,0,1,0,0,양천경찰서 목2지구대,"""02-2652-0112""",정시,09:00~18:00,"""""",37.544547,126.862384,공공기관-국가,수세식,N,N,"""""",Y,N,"""""","""""",2024-05-20
4868.0,개방화장실,법제3조제16호-영제3조제1항제1호,신정1지구대 화장실,서울특별시 양천구 중앙로32길 65,서울특별시 양천구 신정동 1021-8,1,1,0,0,0,0,1,0,0,신정1지구대,"""02-2600-7895""",상시,상시,"""""",37.5202606,126.8607601,공공기관-국가,수세식,N,Y,여자화장실,N,N,"""""","""""",2024-05-20
4869.0,개방화장실,법제3조제16호-영제3조제1항제1호,목1지구대 화장실,서울특별시 양천구 목동동로 373,서울특별시 양천구 목5동 907-3,1,2,0,0,0,0,1,0,0,양천경찰서(목1지구대),"""02-2648-0040""",상시,상시,"""""",37.5350924,126.8784524,공공기관-국가,수세식,N,N,"""""",N,N,"""""",2007-11,2024-05-20
4870.0,개방화장실,법제3조제16호-영제3조제1항제1호,신정2지구대 화장실,서울특별시 양천구 목동로17길 5,서울특별시 양천구 신정4동 997-3,2,1,1,1,0,0,2,1,0,양천경찰서 신정2지구대 관리반,"""02-2699-0678""",정시,09:00~18:00,"""""",37.524399,126.8635374,공공기관-국가,수세식,N,N,"""""",Y,N,"""""","""""",2024-05-20
4871.0,개방화장실,법제3조제16호-영제3조제1항제1호,신월2지구대 화장실,서울특별시 양천구 지양로 55,서울특별시 양천구 신월동 987-1,1,2,1,0,0,0,1,1,0,양천경찰서(신월2지구대),"""02-879-8854""",상시,상시,"""""",37.5205503,126.8344349,공공기관-국가,수세식,N,N,"""""",N,N,"""""",2010-06,2024-05-20
4872.0,개방화장실,법제3조제16호-영제3조제1항제1호,신월5파출소 화장실,서울특별시 양천구 남부순환로31길 37,서울특별시 양천구 59-5,1,1,1,0,0,0,1,0,0,양천경찰서(신월5파출소),"""02-2693-0113""",상시,상시,"""""",37.5390738299023,126.830673512582,공공기관-국가,수세식,N,N,"""""",N,N,"""""","""""",2024-05-20
4873.0,개방화장실,법제3조제16호-영제3조제1항제1호,신월1파출소 화장실,서울특별시 양천구 남부순환로59길 8,서울특별시 양천구 신월동 132-3,0,1,1,0,0,0,0,1,0,양천경찰서(신월1파출소),"""02-2602-0092""",상시,상시,"""""",37.5320806,126.8322435,공공기관-국가,수세식,N,Y,장애인화장실,Y,N,"""""","""""",2024-05-20
4874.0,개방화장실,법제3조제16호-영제3조제1항제1호,양천경찰서 화장실,서울특별시 양천구 목동동로 99,서울특별시 양천구 신정동 321,2,3,1,1,0,0,2,1,0,양천경찰서,"""02-2093-8111""",상시,상시,"""""",37.5165522,126.8655457,공공기관-국가,수세식,N,N,"""""",Y,Y,여자화장실,"""""",2024-05-20
4875.0,개방화장실,법제3조제16호-영제3조제1항제3호,서울특별시 서남병원 화장실,서울특별시 양천구 신정이펜1로 20,서울특별시 양천구 1320-7,4,3,1,0,0,0,7,1,0,서울특별시 서남병원(경영지원팀),"""02-6300-7546""",상시,상시,"""""",37.55878281,126.8100743,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-05-20
4876.0,개방화장실,법제3조제16호-영제3조제1항제1호,공릉2동주민센터,서울특별시 노원구 노원로1길 68,서울특별시 노원구 노원로1길 68,3,2,1,1,1,1,5,1,1,노원구 공릉2동 주민센터,"""02-2116-2529""",정시,09:00~18:00,2000-01,37.6212522,127.083291,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-05-27
4877.0,개방화장실,법제3조제16호-영제3조제1항제1호,공릉1동주민센터,서울특별시 노원구 동일로186길 3-24,서울특별시 노원구 공릉동 499-25,4,5,1,1,0,0,8,1,0,노원구 공릉1동 주민센터,"""02-2116-2492""",정시,(평일)09:00~18:00,2004-09,37.6248286,127.0738422,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-05-27
4878.0,개방화장실,법제3조제16호-영제3조제1항제1호,104마을 생활문화지원센터,서울특별시 노원구 중계로6나길 39 중계마을복지회관,서울특별시 노원구 중계동 19-47,2,4,0,0,0,0,4,0,0,노원문화재단,"""02-2289-3408""",정시,10:00~18:00,1990-09,37.642667,127.087385,공공기관-지방자치단체,수거식,N,N,"""""",N,N,"""""","""""",2024-05-27
4879.0,개방화장실,법제3조제16호-영제3조제1항제1호,상계예술마당,서울특별시 노원구 상계로10길 41-7,서울특별시 노원구 상계동 330-13,0,1,1,0,0,0,0,1,0,노원문화재단,"""02-2289-3408""",정시,10:00~18:00,2016-12,37.6557775544452,127.068364829752,공공기관-지방자치단체,수거식,N,N,"""""",N,N,"""""","""""",2024-05-27
4880.0,개방화장실,법제3조제16호-영제3조제1항제1호,노원어린이극장,서울특별시 노원구 노해로 502,서울특별시 노원구 상계동 723,2,1,2,0,0,1,5,1,2,노원문화재단,"""02-2289-3453""",정시,09:00~18:00,2020-11,37.6544500497108,127.063692307584,공공기관-지방자치단체,수거식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4881.0,개방화장실,법제3조제16호-영제3조제1항제1호,노원문화예술회관,서울특별시 노원구중계로181,서울특별시 노원구 중계본동 364-3,7,8,1,2,0,0,9,1,0,노원문화재단,"""02-2289-3482""",정시,09:00~110:00,2004-02,37.6502368524442,127.080267103033,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-05-27
4882.0,개방화장실,법제3조제16호-영제3조제1항제1호,중랑천환경센터 화장실,서울특별시 노원구 덕릉로 430,서울특별시 노원구 상계동 767-8,1,1,1,0,0,0,2,1,0,노원구청 탄소중립추진단,"""02-2116-3196""",정시,10:00~17:00,2015-12,36.643629,127.056077,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2024-05-27
4883.0,개방화장실,법제3조제16호-영제3조제1항제1호,노원에코센터 화장실,서울특별시 노원구 덕릉로 460,서울특별시 노원구 상계동 770-2,1,1,1,2,0,0,5,1,0,노원구청 탄소중립추진단,"""02-2116-3218""",정시,10:00~17:00,2012-02,37.6443926,127.0585595,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,Y,남자화장실+여자화장실,"""""",2024-05-27
4884.0,개방화장실,법제3조제16호-영제3조제1항제1호,하계1동주민센터,서울특별시 노원구 노원로 261,서울특별시 노원구 하계동 251-2,2,3,1,1,0,0,2,1,0,노원구 하계1동 주민센터,"""02-2116-2566""",정시,09:00~18:00,1993-12,37.6405590629798,127.072559949784,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4885.0,개방화장실,법제3조제16호-영제3조제1항제1호,상계3.4동주민센터 화장실,"서울특별시 노원구 덕릉로 859 (상계동, 상계3.4동주민센터)",서울특별시 노원구 상계동 1369-6,12,12,3,3,0,12,22,3,1,노원구 상계3.4동 주민센터,"""02-2116-2797""",정시,(평일)08:00-21:00+(토)09:00-18:00,2008-07,37.672778,127.083056,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-05-27
4886.0,개방화장실,법제3조제16호-영제3조제1항제1호,중계1동주민센터,서울특별시 노원구 한글비석로 279,서울특별시 노원구 중계동 359-5,2,1,1,0,0,0,2,0,0,노원구 중계1동 주민센터,"""02-2116-2649""",정시,09:00~18:00,1991-01,37.652548027516,127.077475786265,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-05-27
4887.0,개방화장실,법제3조제16호-영제3조제1항제1호,월계3동주민센터,서울특별시 노원구 마들로 57,서울특별시 노원구 월계동 17,2,1,1,1,0,0,4,1,0,노원구 월계3동주민센터,"""02-2116-2462""",정시,09:00~18:00,1990-01,37.620979,127.069258,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""",2026-01,2024-05-27
4888.0,개방화장실,법제3조제16호-영제3조제1항제1호,하계2동주민센터,서울특별시 노원구 공릉로55길 88,서울특별시 노원구 하계동 273-2,1,1,1,1,0,0,1,1,0,노원구 하계2동 주민센터,"""02-2116-2595""",정시,평일 09:00~18:00,2000-01,37.632,127.0679,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4889.0,개방화장실,법제3조제16호-영제3조제1항제1호,상계5동주민센터,서울특별시 노원구 한글비석로 434,서울특별시 노원구 상계동 167-2,3,8,2,0,0,0,10,2,0,노원구 상계5동주민센터,"""02-2116-2833""",정시,09:00~18:00,2022-08,37.6629338,127.0693531,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-05-27
4890.0,개방화장실,법제3조제16호-영제3조제1항제1호,중계4동주민센터,서울특별시 노원구 덕릉로82길 50 (중계동),서울특별시 노원구 중계동 369-2,1,1,0,0,0,0,3,0,0,노원구 중계4동 주민센터,"""02-2116-2712""",정시,(평일)09:00~18:00,1992-10,37.658761,127.077975,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2024-05-27
4891.0,개방화장실,법제3조제16호-영제3조제1항제1호,상계9동주민센터,서울특별시 노원구 한글비석로487,서울특별시 노원구 상계동682,2,3,1,0,0,0,4,1,0,노원구 상계9동 주민센터,"""02-2116-2919""",정시,09:00~18:00,1989-09,37.6645422,127.0637982,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""",2017-07,2024-05-27
